# These PC scores were calculated from the 19 BIOCLIM variables plus latitude,,,,,,,,,,,,,,,,,,,,
ind_code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
MMT_09,2.940267568,-0.886476253,-0.524804412,-0.550513049,-0.114306822,0.068484419,0.26468693,0.235562183,0.050079328,0.289504745,0.110298523,-0.048482353,0.099856605,0.053171955,0.031464933,0.046250342,0.012462292,-0.003932663,-0.021863322,2.22E-16
MMT_10,2.95346833,-0.888463047,-0.49684839,-0.583332037,-0.082855199,0.083852985,0.271458759,0.227815843,0.04790294,0.321504927,0.113344239,-0.035434722,0.093141401,0.058391729,0.029993114,0.052059571,0.002652872,-0.000277472,-0.02256323,2.41E-16
MMT_11,2.96411359,-0.914437292,-0.509970808,-0.580243248,-0.095587252,0.09186017,0.287338254,0.22984034,0.041574401,0.314392163,0.128809659,-0.045765608,0.108922632,0.062322697,0.00680357,0.048370608,-0.005590306,0.006645883,-0.005213711,3.03E-16
MMT_12,2.963872591,-0.914805398,-0.509800791,-0.580164204,-0.095588209,0.091454502,0.287766038,0.230578856,0.041910964,0.314840467,0.128756041,-0.04563154,0.109000582,0.062201049,0.006830896,0.048427812,-0.005543378,0.00662037,-0.005201648,3.03E-16
MMT_14,2.958807808,-0.915437285,-0.514587771,-0.578148869,-0.093516493,0.104416793,0.285158884,0.236739027,0.050115795,0.317839779,0.128431946,-0.045405671,0.109623087,0.062319665,0.00680851,0.047997304,-0.005917312,0.00602617,-0.005594806,3.07E-16
MMT_15,2.940450692,-0.886196545,-0.524933601,-0.550573111,-0.114306095,0.068792668,0.264361875,0.235001017,0.049823589,0.289164098,0.110339265,-0.048584225,0.099797374,0.053264389,0.031444169,0.046206875,0.012426633,-0.003913276,-0.021872488,2.22E-16
MMT_16,2.940527809,-0.886078755,-0.524988004,-0.550598405,-0.114305788,0.068922476,0.26422499,0.234764702,0.049715893,0.289020647,0.110356422,-0.048627125,0.099772431,0.053303315,0.031435426,0.04618857,0.012411616,-0.003905112,-0.021876347,2.22E-16
NBY_10,-2.791008486,-0.304020953,0.164182717,0.194067761,-1.36708902,0.48308869,0.118194803,0.258885338,0.216364654,1.48E-05,-0.174074339,-0.067644027,0.032824951,0.018532963,-0.028823592,-0.005145649,0.021995436,-0.057550641,0.014399641,1.99E-15
NBY_14,-3.03425229,-0.720226871,-0.04357627,0.267012894,-1.196131632,0.512692829,0.04971292,0.190749092,0.119251102,0.008111283,-0.140440767,0.011859052,-0.0241877,-0.036770421,-0.012187989,0.047305732,0.013316864,-0.011204539,-0.001060752,1.71E-15
NBY_15,-2.811714306,-0.890033921,0.247781666,0.320514136,-1.22053831,0.478885004,-0.466970662,0.306139064,0.071498527,0.153670567,-0.031541575,0.028488129,-0.030802712,-0.017848061,-0.021459852,0.0559914,0.016426194,-0.002721523,-0.004898003,1.57E-15
NBY_02,-2.714035081,-0.893129124,0.309033641,0.25768182,-1.210099125,0.503380584,-0.482516835,0.305091237,0.14493704,0.081047267,-0.085043638,0.063710342,-0.040387409,-0.041572436,-0.046581361,0.005029548,0.022229903,-0.027483012,0.000765233,1.48E-15
NBY_04,-2.793671132,-0.189171678,0.674056459,0.183475366,-1.219802263,0.387542091,-0.479491925,0.395227584,0.158309108,0.174339447,-0.067925238,0.044639814,0.0074866,-0.002487669,-0.007622783,-0.013001118,0.011266167,-0.049902379,-0.002411593,1.71E-15
NBY_05,-2.857792236,-0.286590245,0.577075587,0.225985123,-1.2752407,0.406940762,-0.472547518,0.40985994,0.116591715,0.169209875,-0.04756027,-0.030904345,0.006002644,0.013741307,0.00308313,0.020884449,0.023787461,-0.066161276,0.008904269,1.74E-15
NBY_06,-2.749083124,-0.513844227,0.562857742,0.310757931,-0.951190367,0.414337194,-0.481009749,0.311449833,0.113700238,0.158627216,-0.078227737,0.13392671,-0.016356442,-0.047467765,-0.020311,-0.010410899,0.004203812,-0.024564626,-0.012099639,1.55E-15
NBY_07,-2.768774638,-0.661831489,0.384381553,0.135767673,-1.421291602,0.520855036,-0.463198895,0.39255666,0.151899397,0.146968017,-0.008139184,-0.095438214,-0.020316421,0.034687975,0.021031056,0.019581238,0.035864921,-0.047099533,0.008216937,1.75E-15
NBY_08,-2.774195415,-0.637151415,0.369949398,0.137317992,-1.399311722,0.507858254,-0.458814936,0.394833209,0.156950762,0.151235076,0.007556134,-0.103852055,-0.013299046,0.043001594,0.010899779,0.009891648,0.039476303,-0.024138527,0.007807316,1.81E-15
NBY_09,-2.745093775,-0.497276559,0.028134137,0.109010424,-1.451308856,0.530621419,0.103005334,0.262256423,0.249101206,-0.014885522,-0.151316048,-0.098030726,0.003194416,0.005212902,-0.018421009,-0.002813046,0.027042259,-0.042315532,0.011417446,1.88E-15
NIC_01,-1.163789819,-3.370326497,0.737243971,-0.952013288,-0.111573,0.18563859,-0.102942504,-0.046604167,0.517817833,-0.140846447,-0.006022697,0.055984273,-0.140156196,0.051236223,0.067905688,0.012042937,-0.090504009,-0.00739329,0.008075928,1.15E-15
NIC_02,-1.164003675,-3.295224556,0.707462517,-0.921029046,-0.16006638,0.099574436,-0.292255989,0.033495726,0.468881439,-0.103312276,0.0159611,0.071379955,-0.122191253,0.061178458,0.029949621,0.028865067,-0.090193339,-0.01628777,0.000394515,1.02E-15
OFR_01,3.859936856,0.255586993,0.268652196,-0.972470117,-1.285233348,-0.123022822,0.27736556,-0.1987469,-0.074601985,-0.133817358,0.085755415,0.069618433,-0.040130151,0.044863878,-0.02652152,0.014536064,-0.034320533,-0.057606724,-0.000552358,-9.05E-17
OFR_02,3.85533516,0.280354887,0.25490736,-0.970378171,-1.264003206,-0.135517986,0.282181445,-0.196164526,-0.069467689,-0.129719487,0.100457798,0.062531837,-0.032708645,0.052982235,-0.035539576,0.005073408,-0.030380509,-0.033508906,0.000584455,-3.17E-17
OFR_03,3.853679537,0.280152577,0.25354504,-0.971455697,-1.2625038,-0.136550613,0.281348586,-0.19672267,-0.069609166,-0.129348633,0.102439783,0.059887058,-0.033511259,0.053363947,-0.037764038,0.004623685,-0.031034393,-0.035784379,-0.002507539,-3.17E-17
OFR_04,3.853804647,0.280343674,0.253456778,-0.971496731,-1.262503302,-0.136340017,0.281126508,-0.197106059,-0.069783887,-0.129581363,0.102467618,0.059817459,-0.033551726,0.053427099,-0.037778224,0.004593988,-0.031058755,-0.035771134,-0.002513801,-3.17E-17
OFR_05,3.853931227,0.280537014,0.25336748,-0.971538248,-1.2625028,-0.136126949,0.280901824,-0.197493949,-0.06996066,-0.129816825,0.10249578,0.059747043,-0.033592667,0.053490992,-0.037792576,0.004563943,-0.031083403,-0.035757733,-0.002520137,-3.17E-17
OFR_06,3.864974166,0.316952738,0.254965838,-0.968569763,-1.257034369,-0.159400641,0.272118021,-0.190461926,-0.078361586,-0.126769857,0.090268994,0.076556274,-0.031433435,0.051580947,-0.015356896,0.023166777,-0.032366436,-0.059807545,-0.008005989,-1.46E-16
OFR_07,3.865114248,0.317166702,0.254867014,-0.968615708,-1.257033812,-0.159164844,0.271869368,-0.190891193,-0.078557216,-0.127030437,0.090300159,0.076478346,-0.031478744,0.051651655,-0.015372779,0.023133527,-0.032393714,-0.059792715,-0.008013,-1.46E-16
OFR_08,3.865049187,0.317067327,0.254912913,-0.968594369,-1.257034071,-0.15927436,0.271984855,-0.19069182,-0.078466356,-0.126909411,0.090285684,0.07651454,-0.031457701,0.051618815,-0.015365403,0.02314897,-0.032381045,-0.059799603,-0.008009744,-1.46E-16
OFR_09,3.864919533,0.316869291,0.25500438,-0.968551844,-1.257034586,-0.159492604,0.272214997,-0.190294509,-0.078285289,-0.126668229,0.090256839,0.076586667,-0.031415765,0.05155337,-0.015350702,0.023179745,-0.032355798,-0.059813329,-0.008003254,-1.46E-16
OFR_10,3.853855274,0.280421001,0.253421063,-0.971513336,-1.262503101,-0.136254799,0.281036644,-0.197261198,-0.069854589,-0.129675537,0.102478882,0.059789296,-0.033568101,0.053452653,-0.037783964,0.004581971,-0.031068613,-0.035765774,-0.002516335,-3.17E-17
OFR_11,3.85355719,0.279965702,0.253631351,-0.971415569,-1.262504286,-0.136756557,0.281565757,-0.196347752,-0.069438305,-0.129121045,0.102412563,0.05995512,-0.033471687,0.053302191,-0.037750166,0.004652725,-0.031010569,-0.035797331,-0.002501415,-3.17E-17
OFR_12,3.846036435,0.250312661,0.260636963,-0.985029044,-1.281184385,-0.130252693,0.272596114,-0.198001921,-0.075594302,-0.132901797,0.089825053,0.07124828,-0.032589145,0.051367714,-0.017792853,0.020748024,-0.02992991,-0.060992962,-0.008329797,2.05E-17
OFR_13,3.839393777,0.275143173,0.246963354,-0.982812979,-1.259329197,-0.143619297,0.277195058,-0.195451119,-0.070156709,-0.129191957,0.106221354,0.063026141,-0.026136813,0.059995582,-0.027071059,0.012061074,-0.029397854,-0.037281586,-0.008888257,8.18E-17
OFR_14,3.839485885,0.27528386,0.246898375,-0.982843189,-1.259328831,-0.143464254,0.277031562,-0.195733373,-0.070285341,-0.129363295,0.106241847,0.062974901,-0.026166605,0.060042074,-0.027081503,0.012039211,-0.029415789,-0.037271835,-0.008892868,8.18E-17
OFR_15,3.845959766,0.250195556,0.26069105,-0.985003898,-1.281184689,-0.130381747,0.272732205,-0.197766977,-0.075487231,-0.132759178,0.089807995,0.071290931,-0.032564347,0.051329014,-0.01778416,0.020766222,-0.029914981,-0.061001079,-0.00832596,2.05E-17
OUT_10,3.543480374,-1.309440135,-1.516321038,-0.919464945,-0.623042643,0.242948601,0.565354453,0.051491773,-0.083350737,0.062378804,0.027487638,-0.128946784,0.099588697,-0.045837136,0.002216612,0.013217267,-0.045696754,0.023896719,-0.014998805,-1.00E-16
OUT_14,3.54401311,-1.357683184,-1.557605236,-0.944587734,-0.629039137,0.261343235,0.574375942,0.065772387,-0.090247646,0.04994709,0.03877712,-0.152065674,0.1022186,-0.028736978,-0.017535359,0.004425993,-0.037704565,0.044527962,-0.01933566,-8.92E-17
OUT_01,3.529456073,-1.490743267,-1.530851555,-0.925230697,-0.658431858,0.308058546,0.594301912,0.046410221,-0.093233559,0.048753534,0.059461559,-0.184526164,0.099890866,-0.024292078,-0.004344602,0.022048349,-0.040087332,0.019032727,-0.008649519,-8.40E-17
OUT_02,3.513518774,-1.340707801,-1.466700166,-0.853031936,-0.602252628,0.241099469,0.581672236,0.0661031,-0.076593986,0.024376218,0.040942229,-0.166308311,0.1150217,-0.018788308,0.004702322,0.013248746,-0.013096454,0.018378643,-0.016539174,-1.28E-16
OUT_03,3.503333035,-1.326662935,-1.479205398,-0.854253575,-0.582168705,0.225287755,0.572339352,0.0719853,-0.07503087,0.032024816,0.063352096,-0.180945805,0.117613497,-0.010201827,-0.008515067,0.003694491,-0.015088778,0.038886431,-0.000443666,-1.22E-16
OUT_04,3.503069652,-1.327065232,-1.479019589,-0.854167189,-0.582169752,0.224844408,0.572806871,0.072792411,-0.074663046,0.032514759,0.063293498,-0.180799285,0.117698687,-0.010334774,-0.008485204,0.003757009,-0.015037491,0.038858548,-0.000430483,-1.22E-16
OUT_05,3.503125101,-1.326980538,-1.479058707,-0.854185375,-0.582169531,0.224937744,0.572708446,0.072622493,-0.074740482,0.032411613,0.063305835,-0.180830131,0.117680752,-0.010306785,-0.008491491,0.003743847,-0.015048288,0.038864418,-0.000433258,-1.22E-16
OUT_07,3.548137663,-1.151527243,-1.383205487,-0.765573355,-0.47637717,0.180407793,0.630224266,0.054070277,-0.118657742,0.091160333,0.051961397,-0.167966822,0.124156364,0.015197306,-0.000299337,0.020040043,-0.0286904,0.027689944,-0.015728506,-3.96E-17
OUT_08,3.557532908,-1.156322596,-1.383190178,-0.765410141,-0.477486486,0.198070742,0.61251465,0.062408891,-0.112339674,0.091839679,0.048797212,-0.16468676,0.121747719,0.016529223,-0.00234317,0.029457626,-0.019977349,0.033021279,-0.010083112,-4.21E-17
RAD_10,1.972371891,4.419236429,0.594043267,-0.550444334,0.317484511,-0.419230775,0.274220452,0.799948161,0.084801613,-0.220784213,-0.217524188,0.089859759,0.037246274,0.001968404,0.041567779,0.024565614,-0.002703044,0.000614908,-0.023727921,-1.13E-16
RAD_11,2.218798748,4.481526034,0.226677162,-0.588470986,0.298734603,-0.596384912,0.221601335,0.81967164,0.226860943,-0.110566282,-0.113009167,0.080782091,-0.044817985,-0.025321184,0.061075778,0.014206383,-0.027884191,0.043738739,-0.019257833,3.74E-17
RAD_12,2.189103641,4.500441156,0.212139309,-0.57204181,0.294724345,-0.599922527,0.234940221,0.808027907,0.208252722,-0.086428957,-0.109945286,0.081234911,-0.038479818,-0.003419062,0.038288039,0.027369449,-0.034629094,0.015250321,-0.002150725,6.06E-17
RAD_13,2.245597515,4.461758384,0.162542894,-0.599514103,0.279588924,-0.611851626,0.225009144,0.821721984,0.232865153,-0.095566586,-0.101466878,0.074269191,-0.057220938,-0.017963905,0.056517752,0.004727899,-0.038416557,0.03363708,-0.010179651,4.63E-17
RAD_14,2.252765278,4.422594646,0.163006408,-0.563816996,0.298563388,-0.587014245,0.240431909,0.810729332,0.236960576,-0.089864646,-0.073744261,0.04175601,-0.048665962,0.003263525,0.063291469,0.005945675,-0.033546595,0.032268475,0.00532949,1.07E-16
RAD_01,2.036790641,4.319687279,0.812906088,-0.512526672,0.201568398,-0.460759069,-0.249584812,0.966974351,-0.040739739,-0.119094035,-0.107998245,0.140573831,0.043302054,-0.038451808,0.018240528,0.046921958,-0.024834703,0.012472113,-0.024185344,4.11E-17
RAD_02,2.036652018,4.319475544,0.813003882,-0.512481206,0.201567847,-0.46099241,-0.24933875,0.967399146,-0.040546148,-0.11883617,-0.108029086,0.140650947,0.043346891,-0.03852178,0.018256246,0.046954862,-0.02480771,0.012457438,-0.024178406,4.11E-17
RAD_03,1.938985422,4.484102922,0.670669352,-0.51372215,0.364555744,-0.416719786,0.277880367,0.796610613,0.092901644,-0.225689049,-0.201154257,0.099825513,0.060048864,0.001829691,0.02660398,0.019066897,-0.004776575,0.008651815,-0.02169406,-4.68E-18
RAD_04,1.947839114,4.447643232,0.61393979,-0.543386613,0.347571805,-0.419865199,0.269795261,0.824462416,0.062498023,-0.232367209,-0.203652452,0.07324928,0.05269093,0.001629463,0.030605529,0.024963491,0.002602911,0.029235106,-0.021234739,-4.74E-17
RAD_05,1.94781139,4.447600885,0.613959349,-0.543377519,0.347571695,-0.419911868,0.269844474,0.824547376,0.062536742,-0.232315635,-0.20365862,0.073264704,0.052699897,0.001615468,0.030608673,0.024970072,0.002608309,0.029232171,-0.021233351,-4.74E-17
RAD_06,1.948201485,4.427970629,0.622329597,-0.547760737,0.331311539,-0.407682099,0.277397531,0.816786461,0.060462501,-0.239276706,-0.220038853,0.077772576,0.045182537,-0.005528329,0.038096059,0.033469879,-0.001457537,0.003263793,-0.024777476,-1.05E-16
RAD_07,1.944068706,4.432996008,0.617152433,-0.549915807,0.33613124,-0.40799024,0.290003727,0.811929541,0.063657839,-0.242015636,-0.2219342,0.075506584,0.045194999,-0.004635725,0.036797671,0.032572591,-0.001501081,0.001611598,-0.026871248,-1.03E-16
RAD_08,1.957851292,4.444693541,0.618568137,-0.545032978,0.340580883,-0.409288722,0.288825403,0.817851589,0.06597502,-0.24310273,-0.221833728,0.088509341,0.060242004,0.007491658,0.035120006,0.037376346,-0.00443154,-0.020119117,-0.014467539,-1.06E-16
RAD_09,1.974011933,4.419647592,0.595163548,-0.549523753,0.316135641,-0.41804895,0.274703801,0.799990888,0.084719488,-0.221396977,-0.219274606,0.092156625,0.037920116,0.001700569,0.043552789,0.024934765,-0.002143754,0.002678712,-0.020952634,-1.13E-16
SKN_10,3.750455276,-0.878168956,-1.013061536,-0.80193369,-0.450659526,0.234469957,0.178155502,-0.126561314,-0.195084863,0.168064372,0.070526733,0.053514892,-0.026101524,-0.081087206,0.046143994,-8.25E-05,-0.063600085,0.021359745,0.012397381,-7.22E-16
SKN_11,3.776267302,-0.909868173,-1.071463289,-0.770747553,-0.499107159,0.213331515,0.187075772,-0.12221273,-0.16721628,0.142971147,0.087377225,0.051521997,-0.022197982,-0.062099163,0.025683367,-0.014210579,-0.060237644,0.021169892,0.009271936,-7.38E-16
SKN_12,3.891256439,-1.225352991,-1.123130475,-0.727476032,-0.641872921,0.332023451,0.255991774,-0.167198496,-0.164649258,0.133016728,0.100270658,0.006806504,-0.052223337,-0.043335895,0.055743914,-0.006266003,-0.05976344,0.054601137,0.015103021,-4.43E-16
SKN_13,3.790068939,-0.992131516,-1.14412508,-0.756558327,-0.582125725,0.216361138,0.193686292,-0.10675801,-0.147714739,0.117721594,0.078433642,0.050203284,-0.02461301,-0.061840244,0.033992547,-0.016338697,-0.049473243,0.026477577,0.021603223,-6.39E-16
SKN_14,3.78718889,-1.072810035,-1.133085471,-0.732835491,-0.582937388,0.248886735,0.205773478,-0.119999733,-0.147186774,0.123716242,0.090777604,0.007227803,-0.039139031,-0.053126969,0.046146177,-0.017754651,-0.046947327,0.015178036,0.016462087,-6.37E-16
SKN_15,3.802398426,-1.063175097,-1.162831624,-0.735882351,-0.641462034,0.213755495,0.206551582,-0.077466704,-0.137606185,0.075324943,0.054651508,0.032059427,-0.02685347,-0.058482526,0.020237132,-0.015639542,-0.044134274,0.031762995,0.011432391,-6.03E-16
SKN_01,3.743444082,-0.930217322,-1.053937144,-0.93424713,-0.909921905,0.258545929,0.23154098,-0.003709258,-0.106301112,0.105130482,0.0928311,-0.073670805,0.018820087,0.031692545,0.061511586,0.025802547,-0.007340803,0.013163417,0.007338138,-1.98E-16
SKN_02,3.657261188,-0.769536886,-1.014416624,-0.932649904,-0.864476503,0.195735448,0.206648214,-0.008694681,-0.138489254,0.128499136,0.089271945,-0.03443945,0.044475702,0.038339496,0.042528748,0.02254461,-0.0094135,0.007166516,0.008702647,-3.54E-16
SKN_03,3.654340263,-0.791765025,-1.024364386,-0.990091091,-0.836369702,0.225555083,0.20130424,-0.019895199,-0.15010021,0.15480432,0.088505912,-0.043577734,0.033104944,0.045704978,0.049299384,0.021629381,-0.01553055,0.02799609,0.008318986,-2.72E-16
SKN_05,3.575063088,-0.867086404,-1.121392733,-0.787286748,-0.610593474,0.119086378,0.11806081,-0.091049233,-0.189576883,0.058914914,0.011894214,0.108268867,0.02523214,-0.020091525,0.029257014,0.029405918,-0.003659878,0.027863019,0.020533137,-8.27E-16
SKN_06,3.563493337,-0.871224804,-1.131520591,-0.791572335,-0.605167474,0.131617208,0.111295296,-0.091128995,-0.184177106,0.060394182,0.016418909,0.09844886,0.021360229,-0.018287186,0.023381859,0.026764349,-0.007024995,0.022116954,0.034006599,-8.21E-16
SKN_07,3.568968742,-0.923862177,-1.111618682,-0.793492409,-0.636205718,0.158529504,0.116441712,-0.10970205,-0.190077772,0.046127485,0.012348894,0.095012578,0.01350845,-0.024219796,0.014584837,0.020221845,-0.010482696,0.027051303,0.022114928,-7.69E-16
SKN_08,3.6986963,-1.064138474,-1.130899234,-0.806178151,-0.659644681,0.22666131,0.156463428,-0.10871315,-0.178475761,0.052743636,0.026088742,0.069012855,-0.004456935,-0.031144917,0.019904543,0.026455681,-0.035572629,0.012690789,0.008402019,-7.59E-16
SKN_09,3.671566718,-0.917330162,-1.143318193,-0.806905533,-0.627629475,0.169984862,0.138990291,-0.097099784,-0.175429288,0.070944071,0.040254728,0.106517761,0.008683699,-0.056146171,0.005460384,0.016641398,-0.046053225,0.007538604,0.016499498,-8.10E-16
SLC_01,-3.017532779,-2.282442176,0.215100755,0.075392549,-1.479370995,0.005078548,-0.325836614,-0.015226853,-0.092410058,0.036085694,-0.042079872,0.033535833,-0.101948347,0.01262594,-0.029885059,0.024785809,0.020663285,0.029758649,-0.013681542,1.65E-15
SLC_02,-3.017443616,-2.282305986,0.215037853,0.075363305,-1.479370641,0.005228634,-0.325994883,-0.015500084,-0.092534578,0.035919833,-0.042060035,0.033486232,-0.101977187,0.012670946,-0.029895168,0.024764645,0.020645923,0.029768088,-0.013686005,1.65E-15
SLC_03,-3.017535326,-2.282446067,0.215102552,0.075393385,-1.479371005,0.005074259,-0.325832092,-0.015219046,-0.0924065,0.036090433,-0.042080439,0.033537251,-0.101947523,0.012624654,-0.02988477,0.024786414,0.020663781,0.029758379,-0.013681415,1.65E-15
SLC_04,-3.017435229,-2.282293176,0.215031937,0.075360554,-1.479370608,0.005242751,-0.32600977,-0.015525784,-0.09254629,0.035904232,-0.042058169,0.033481566,-0.101979899,0.012675179,-0.029896119,0.024762654,0.02064429,0.029768976,-0.013686425,1.65E-15
SLC_05,-3.017353972,-2.282169062,0.214974612,0.075333903,-1.479370285,0.00537953,-0.326154006,-0.015774789,-0.092659769,0.035753078,-0.04204009,0.033436363,-0.102006182,0.012716195,-0.029905333,0.024743367,0.020628467,0.029777578,-0.013690492,1.65E-15
SLC_06,-3.014023001,-2.281191901,0.215005447,0.075434895,-1.480592599,0.007720717,-0.326718226,-0.017443667,-0.093783164,0.034825013,-0.044387137,0.035280594,-0.100919009,0.01237087,-0.028826576,0.023998542,0.024175748,0.031140668,-0.010789842,1.64E-15
SLC_07,-3.002470785,-2.283426025,0.197474974,0.075728495,-1.489302944,0.009081135,-0.322973761,-0.008627808,-0.102454955,0.032372098,-0.048981823,0.031719251,-0.095603738,0.00987919,-0.026840103,0.026264574,0.020643036,0.03486186,-0.008307685,1.65E-15
SLC_08,-3.058927911,-2.274284242,0.205330494,0.097306101,-1.502052948,0.009641551,-0.323365383,-0.035362447,-0.124430939,0.064574059,-0.036705248,0.029700372,-0.1045473,0.010791795,-0.040426603,0.029751576,0.019156672,0.029239233,0.001301994,1.67E-15
SLC_09,-3.018007602,-2.304888996,0.150788296,0.128225128,-1.578216009,-0.000966177,-0.331552429,-0.032206641,-0.106161099,0.042167778,-0.064409903,0.042160373,-0.107180184,0.003008163,-0.022334209,0.038856129,0.028970534,0.011281991,-0.00748802,1.59E-15
SLC_10,-3.018178077,-2.271051566,0.176955472,0.048258128,-1.463790964,-0.018516217,-0.341372746,0.010511722,-0.097655242,0.042958927,-0.054489101,0.029603838,-0.09626345,0.025419164,-0.015076654,0.049058786,0.026123286,-0.006790959,0.003451093,1.48E-15
SLC_11,-2.985725047,-2.280932075,0.161984148,0.028998145,-1.453679646,-0.021634065,-0.341635277,0.028373204,-0.084260762,0.016912679,-0.048675286,0.018695385,-0.089192583,0.008109471,-0.005389243,0.045638859,0.021926545,-0.008249089,0.003609173,1.46E-15
SLC_12,-2.986523335,-2.284201865,0.153547753,0.024772646,-1.446357792,-0.010562662,-0.346881693,0.035377013,-0.075228402,0.020951986,-0.051788947,0.014634933,-0.088119564,0.015958372,-0.011291233,0.035777638,0.026438801,-0.016362999,-0.001825767,1.40E-15
SLC_13,-2.986589717,-2.284303259,0.153594584,0.024794419,-1.446358056,-0.010674403,-0.346763861,0.035580435,-0.075135697,0.02107547,-0.051803715,0.014671862,-0.088098093,0.015924865,-0.011283706,0.035793394,0.026451728,-0.016370027,-0.001822444,1.46E-15
SLC_14,-2.986655807,-2.284404206,0.153641209,0.024816095,-1.446358318,-0.010785651,-0.346646547,0.035782962,-0.0750434,0.02119841,-0.051818419,0.014708628,-0.088076717,0.015891505,-0.011276213,0.035809082,0.026464597,-0.016377023,-0.001819136,1.46E-15
SLC_15,-2.935120435,-2.32569544,0.097192709,-0.042954909,-1.49650321,-0.012941968,-0.336331375,0.060848855,-0.048464287,-0.012294865,-0.070278873,0.039012124,-0.118607741,-0.017269242,-0.019299536,0.023607486,0.013528289,-0.016197663,-0.012417625,1.45E-15
SSR_07,0.321721299,-5.128805872,-5.572129064,0.35123784,3.634853953,-1.028984321,0.458216486,0.160986263,-0.173627581,-0.063272482,0.030638999,0.203345469,-0.156575966,0.015683435,-0.044967417,0.04179944,0.008410266,-0.049823287,-0.004130552,-3.59E-15
SSR_08,0.338972542,-5.195036911,-5.544537148,0.392242673,3.61157558,-0.993579674,0.478028532,0.136600237,-0.188705808,-0.064156492,0.029348373,0.188920744,-0.157715653,0.011023729,-0.00656956,0.040513188,0.019478215,-0.038956233,0.001101867,-3.65E-15
SSR_10,0.3387618,-5.195358804,-5.544388476,0.392311794,3.611574743,-0.993934412,0.47840261,0.137246036,-0.188411499,-0.063764471,0.029301486,0.18903798,-0.157647489,0.010917354,-0.006545665,0.04056321,0.019519252,-0.038978544,0.001112415,-3.65E-15
SSR_11,0.095590324,-4.474914046,-5.61531511,0.956980124,4.028784651,-1.492354437,0.384286076,0.147169372,-0.222421106,-0.110533304,-0.019720876,0.389065098,-0.099950498,-0.042439724,-0.086610242,0.023240164,0.044132683,-0.040257438,-0.002210128,-4.12E-15
SSR_12,0.325250039,-5.054636876,-5.566161625,0.496928295,3.638848429,-1.099990609,0.47532535,0.153273351,-0.142042955,-0.105345206,0.056573101,0.174960614,-0.1318715,0.028163774,-0.036301182,0.023289976,0.037869678,-0.01859113,-0.002760261,-3.53E-15
SSR_13,0.325138779,-5.054806817,-5.566083134,0.496964787,3.638847987,-1.100177892,0.475522843,0.153614297,-0.141887576,-0.10513824,0.056548348,0.175022508,-0.131835513,0.028107614,-0.036288567,0.023316385,0.037891343,-0.018602909,-0.002754692,-3.53E-15
TIM_01,-0.176598171,0.07735928,0.362724518,2.097383579,0.248060019,0.16082844,0.073966397,0.043077844,0.013456613,0.242875385,-0.063660227,0.018539123,-0.019486668,0.094221189,-0.009754746,-0.057452802,-0.016716301,-0.002506242,0.010949692,5.70E-16
TIM_03,-0.185104941,0.070572756,0.329874055,2.08538562,0.247423787,0.168360664,0.067372602,0.054829509,0.010335143,0.242850384,-0.061697286,0.012806424,-0.007393659,0.099382494,-0.002073814,-0.050241214,-0.017288496,-0.00561154,0.001188678,5.79E-16
TIM_04,-0.186411401,0.070205808,0.329024505,2.084679738,0.248472785,0.167389501,0.067051462,0.054890879,0.010442131,0.243384405,-0.060342718,0.011037146,-0.007907773,0.099575228,-0.003614211,-0.050521003,-0.017717489,-0.007219988,-0.000968333,5.79E-16
TIM_05,-0.186612804,0.06989818,0.329166588,2.084745795,0.248471985,0.167050483,0.067408963,0.055508059,0.010723398,0.243759054,-0.060387527,0.011149187,-0.00784263,0.099473567,-0.003591375,-0.050473197,-0.017678271,-0.00724131,-0.000958253,5.79E-16
TIM_06,-0.185195233,0.070434841,0.329937754,2.085415234,0.247423428,0.168208676,0.067532876,0.055106201,0.01046124,0.243018346,-0.061717375,0.012856654,-0.007364455,0.099336917,-0.002063576,-0.050219782,-0.017270914,-0.005621099,0.001193198,5.79E-16
TIM_07,-0.144732979,0.053995703,0.285926754,2.074014369,0.230434621,0.138536667,0.072033012,0.048361796,0.024294315,0.259979547,-0.061177384,0.013607554,-0.015533639,0.105821956,-0.008343751,-0.048319041,-0.014462567,-0.009209773,-0.003103422,5.67E-16
TIM_08,-0.144640102,0.054137565,0.285861232,2.073983906,0.23043499,0.138693005,0.07186815,0.048077183,0.024164609,0.259806777,-0.061156721,0.013555886,-0.01556368,0.105868837,-0.008354282,-0.048341087,-0.014480653,-0.00919994,-0.003108071,5.67E-16
TIM_09,-0.144527962,0.05430885,0.285782121,2.073947126,0.230435436,0.138881768,0.071669096,0.047733541,0.024008002,0.259598175,-0.061131772,0.013493503,-0.015599951,0.105925441,-0.008366997,-0.048367705,-0.014502489,-0.009188069,-0.003113684,5.67E-16
TIM_10,-0.161236172,0.096473297,0.258519871,2.069431816,0.26110755,0.129840485,0.060147111,0.061451647,0.034215027,0.272520758,-0.062286003,0.004159586,-0.022049352,0.108696752,0.002079505,-0.05417425,-0.008935987,0.005808681,-0.003298512,5.19E-16
